what,kind,bundleId,bundleVersion,description,time
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510056940359
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510056954368
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510057027922
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1510057029872
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510057039279
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510057041088
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1510057041603
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510057050245
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510057053053
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510057053849
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510057083442
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1510057093254
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1510057096093
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510057100851
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1510057106498
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510057110775
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1510057127108
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1510057135439
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510057143396
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1510057144410
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510057148765
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1510057161463
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1510057170402
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1510057171728
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510057177671
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1510057178623
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510057195130
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1510057201838
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510057229730
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510057319600
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1510057319615
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510057319943
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510057324595
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510057325721
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510057326954
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510057328654
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1510057328670
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1510057330604
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1510057330932
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510057333334
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510057335908
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510057339340
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510057342195
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510057408003
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1510057416567
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1510057416614
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1510057417815
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1510057418143
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1510057418346
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1510057420561
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1510057421325
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1510057422246
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1510057423400
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510057425303
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510057426676
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1510057426676
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1510057426676
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510057428470
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510057431262
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1510057431278
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510057433431
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510057434819
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1510057435271
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510057436176
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510057437799
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510057437830
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510057455266
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510057455312
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510057455359
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510057455359
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1510057455375
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510057455671
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510057456966
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510057457964
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1510057457964
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510057462289
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1510057471196
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510057481710
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1510057482490
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510057484893
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1510057487092
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510057491507
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1510057492490
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510057496860
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1510057509326
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510057513647
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510057515082
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510057515675
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510057520386
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510057520417
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1510057520433
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1510057521883
